zona,PrecioActual,metros,habitaciones,ascensor,localizacion,planta,baños
centro,452000,69,2,N,EXTERIOR,ENTREPLANTA,0
carabanchel,109582,89,3,S,EXTERIOR,3ª,0
barrio-de-salamanca,4200000,270,4,S,EXTERIOR,4ª,4
ciudad-lineal,789000,82,2,S,EXTERIOR,3ª,0
carabanchel,259000,55,2,N,EXTERIOR,1ª,0
tetuan,1250000,159,3,S,EXTERIOR,3ª,0
ciudad-lineal,340000,70,2,S,EXTERIOR,1ª,0
latina,450000,127,3,S,EXTERIOR,2ª,0
retiro,380000,123,2,S,INTERIOR,BAJO,0
moncloa,2244000,227,4,S,EXTERIOR,BAJO,0
chamartin,449000,69,2,S,INTERIOR,5ª,0
centro,810000,119,2,S,INTERIOR,2ª,0
ciudad-lineal,518320,137,4,S,EXTERIOR,2ª,0
moncloa,1045000,255,4,S,EXTERIOR,2ª,0
barrio-de-salamanca,1119000,79,2,S,INTERIOR,3ª,0
chamartin,2990000,394,3,S,EXTERIOR,9ª,0
chamartin,3000000,405,4,S,EXTERIOR,3ª,0
usera,500000,75,1,S,EXTERIOR,3ª,0
barrio-de-salamanca,3190000,270,3,S,EXTERIOR,5ª,0
carabanchel,90000,31,2,N,EXTERIOR,1ª,0
latina,230000,70,2,N,EXTERIOR,BAJO,2
carabanchel,195000,68,2,S,EXTERIOR,3ª,0
chamberi,2200000,157,3,S,EXTERIOR,8ª,2
ciudad-lineal,876000,137,3,S,EXTERIOR,5ª,0
centro,989000,112,3,N,EXTERIOR,2ª,3
ciudad-lineal,219000,55,2,N,EXTERIOR,1ª,0
retiro,1275000,140,3,S,INTERIOR,4ª,0
chamartin,489000,87,1,S,EXTERIOR,8ª,0
barrio-de-salamanca,2099000,144,3,S,EXTERIOR,6ª,0
fuencarral,230000,83,3,N,EXTERIOR,5ª,1
chamartin,562000,105,4,S,EXTERIOR,BAJO,0
barrio-de-salamanca,2900000,280,4,S,EXTERIOR,3ª,0
san-blas,380000,117,2,S,EXTERIOR,2ª,0
carabanchel,300000,57,1,S,EXTERIOR,1ª,0
vicalvaro,379000,100,3,N,EXTERIOR,2ª,2
villaverde,99500,74,3,N,EXTERIOR,3ª,0
centro,710000,132,1,S,EXTERIOR,3ª,0
centro,750000,97,2,S,EXTERIOR,4ª,0
centro,5780000,370,6,S,EXTERIOR,2ª,0
retiro,1200000,124,2,S,INTERIOR,2ª,0
villaverde,175000,48,3,N,EXTERIOR,2ª,1
barrio-de-salamanca,1960000,152,3,S,INTERIOR,1ª,0
arganzuela,265000,66,2,S,EXTERIOR,SÓTANO,0
barrio-de-salamanca,1225000,150,3,S,EXTERIOR,6ª,2
barrio-de-salamanca,3750000,243,3,S,EXTERIOR,4ª,1
carabanchel,138600,87,3,S,EXTERIOR,BAJO,0
barrio-de-salamanca,2350000,124,3,S,EXTERIOR,2ª,0
retiro,369000,81,3,N,EXTERIOR,BAJO,0
centro,286000,40,1,S,INTERIOR,BAJO,0
centro,290000,54,1,S,EXTERIOR,3ª,0
puente-de-vallecas,235000,60,2,N,EXTERIOR,1ª,0
retiro,700000,125,3,S,INTERIOR,1ª,0
barrio-de-salamanca,2300000,265,5,S,EXTERIOR,6ª,5
latina,335000,106,6,S,EXTERIOR,BAJO,0
puente-de-vallecas,150000,57,2,S,EXTERIOR,BAJO,0
barrio-de-salamanca,4500000,402,5,S,EXTERIOR,2ª,0
centro,1790000,214,2,S,EXTERIOR,4ª,2
ciudad-lineal,344500,53,1,S,EXTERIOR,1ª,1
arganzuela,1000000,224,3,S,EXTERIOR,2ª,0
chamberi,1165000,233,3,S,EXTERIOR,2ª,2
latina,460000,65,1,S,EXTERIOR,5ª,0
centro,1250000,157,4,S,EXTERIOR,2ª,0
centro,850000,158,4,S,EXTERIOR,3ª,0
carabanchel,73740,27,1,N,EXTERIOR,BAJO,0
chamberi,2100000,274,6,S,EXTERIOR,1ª,0
san-blas,450000,200,3,S,EXTERIOR,1ª,0
tetuan,250000,57,2,N,EXTERIOR,BAJO,0
ciudad-lineal,229900,51,2,N,EXTERIOR,3ª,0
fuencarral,670000,127,2,S,EXTERIOR,3ª,2
centro,989000,112,3,N,EXTERIOR,2ª,0
moncloa,715000,135,4,S,EXTERIOR,ENTREPLANTA,2
centro,1800000,168,3,S,EXTERIOR,4ª,0
chamberi,750000,126,3,S,EXTERIOR,1ª,0
centro,950000,128,4,S,EXTERIOR,3ª,2
barrio-de-salamanca,990000,120,3,S,EXTERIOR,4ª,0
villaverde,127500,62,2,N,EXTERIOR,2ª,0
barrio-de-salamanca,2100000,195,3,S,EXTERIOR,3ª,0
chamberi,380000,65,1,S,INTERIOR,1ª,0
chamartin,3000000,412,5,S,EXTERIOR,12ª,0
retiro,450000,50,2,S,INTERIOR,3ª,0
vicalvaro,189000,55,2,S,EXTERIOR,BAJO,1
barrio-de-salamanca,1690000,124,3,S,EXTERIOR,2ª,0
tetuan,980000,199,4,S,EXTERIOR,1ª,0
barrio-de-salamanca,879000,87,2,S,INTERIOR,6ª,0
barrio-de-salamanca,1450000,126,3,S,EXTERIOR,5ª,0
barrio-de-salamanca,719000,59,2,N,INTERIOR,3ª,0
centro,919000,112,3,S,EXTERIOR,1ª,0
ciudad-lineal,825000,120,2,S,EXTERIOR,BAJO,0
moratalaz,690000,163,4,S,EXTERIOR,10ª,0
carabanchel,290000,80,3,N,EXTERIOR,4ª,0
san-blas,255000,71,3,N,EXTERIOR,4ª,0
usera,164000,66,2,N,EXTERIOR,1ª,0
tetuan,379575,78,1,S,EXTERIOR,2ª,0
vicalvaro,372000,119,3,S,EXTERIOR,2ª,0
barrio-de-salamanca,1395000,123,3,S,EXTERIOR,3ª,0
barrio-de-salamanca,1250000,102,2,S,INTERIOR,1ª,0
barrio-de-salamanca,1700000,104,2,S,EXTERIOR,3ª,0
chamberi,262000,39,1,N,INTERIOR,BAJO,0
retiro,959000,104,3,S,INTERIOR,ENTREPLANTA,3
barrio-de-salamanca,1770000,156,3,S,EXTERIOR,2ª,0
centro,350000,35,1,S,EXTERIOR,4ª,1
centro,2900000,174,2,S,EXTERIOR,2ª,0
centro,925000,88,2,S,INTERIOR,1ª,0
villa-de-vallecas,290000,92,3,S,EXTERIOR,7ª,0
arganzuela,580000,87,2,S,EXTERIOR,8ª,0
barrio-de-salamanca,1850000,146,3,S,EXTERIOR,1ª,2
moncloa,875000,140,4,S,EXTERIOR,5ª,2
latina,434000,120,3,S,EXTERIOR,4ª,0
tetuan,428000,93,1,S,EXTERIOR,2ª,0
barrio-de-salamanca,975000,79,2,S,EXTERIOR,1ª,0
moncloa,1450000,236,5,S,EXTERIOR,2ª,0
puente-de-vallecas,340000,100,3,S,EXTERIOR,3ª,2
villaverde,185000,67,3,N,EXTERIOR,2ª,0
usera,169000,60,2,N,EXTERIOR,2ª,0
centro,800000,100,2,S,EXTERIOR,2ª,0
barrio-de-salamanca,8000000,510,3,S,EXTERIOR,5ª,0
san-blas,434000,90,3,S,EXTERIOR,2ª,2
barajas,360000,130,3,S,EXTERIOR,BAJO,0
barrio-de-salamanca,1005000,90,2,S,EXTERIOR,2ª,0
chamberi,400000,48,1,S,INTERIOR,3ª,0
puente-de-vallecas,119000,54,2,N,EXTERIOR,1ª,0
chamberi,2600000,210,3,S,EXTERIOR,2ª,0
barrio-de-salamanca,935000,100,3,S,INTERIOR,3ª,0
carabanchel,310000,66,2,S,EXTERIOR,6ª,0
barrio-de-salamanca,4816000,449,4,S,EXTERIOR,1ª,0
barrio-de-salamanca,1700000,175,2,S,EXTERIOR,1ª,0
barrio-de-salamanca,6400000,315,4,S,EXTERIOR,7ª,0
barrio-de-salamanca,2340000,200,3,S,EXTERIOR,2ª,0
san-blas,320000,93,2,S,EXTERIOR,1ª,1
san-blas,700000,105,2,S,EXTERIOR,5ª,0
tetuan,485000,70,1,S,EXTERIOR,2ª,0
san-blas,475000,90,3,S,EXTERIOR,1ª,0
barrio-de-salamanca,4800000,293,4,S,EXTERIOR,4ª,3
centro,989000,106,3,N,EXTERIOR,2ª,3
hortaleza,775000,141,3,S,EXTERIOR,5ª,0
puente-de-vallecas,169000,46,2,S,EXTERIOR,3ª,1
retiro,1990000,248,4,S,EXTERIOR,3ª,0
fuencarral,595000,107,3,S,EXTERIOR,7ª,0
barrio-de-salamanca,1350000,120,2,S,INTERIOR,1ª,0
barrio-de-salamanca,1695000,158,4,S,EXTERIOR,4ª,3
centro,1420000,102,2,S,EXTERIOR,8ª,0
chamartin,740000,134,1,S,EXTERIOR,4ª,0
fuencarral,759000,97,2,S,EXTERIOR,1ª,2
hortaleza,225000,65,2,N,EXTERIOR,1ª,0
tetuan,319000,66,2,N,EXTERIOR,BAJO,0
fuencarral,1350000,230,5,S,EXTERIOR,3ª,3
centro,275000,50,1,S,INTERIOR,2ª,0
hortaleza,765000,171,4,S,EXTERIOR,1ª,0
carabanchel,250000,80,3,N,EXTERIOR,3ª,1
moratalaz,489000,116,3,S,EXTERIOR,1ª,0
ciudad-lineal,250000,79,2,S,EXTERIOR,BAJO,0
arganzuela,679000,116,3,S,EXTERIOR,2ª,1
ciudad-lineal,870000,118,2,S,EXTERIOR,7ª,0
ciudad-lineal,225000,53,2,S,EXTERIOR,1ª,0
hortaleza,280000,70,3,N,EXTERIOR,BAJO,0
barrio-de-salamanca,2630000,306,5,S,EXTERIOR,4ª,4
centro,1400000,129,3,S,EXTERIOR,4ª,0
fuencarral,974000,210,4,S,EXTERIOR,5ª,0
centro,275000,51,2,N,EXTERIOR,5ª,0
centro,409000,66,2,N,EXTERIOR,5ª,0
moratalaz,270000,69,3,N,EXTERIOR,2ª,1
hortaleza,979000,171,3,S,EXTERIOR,5ª,0
villaverde,174000,50,2,N,EXTERIOR,BAJO,1
centro,225000,55,1,N,EXTERIOR,4ª,0
fuencarral,1290000,209,3,S,EXTERIOR,6ª,0
centro,435000,90,3,N,INTERIOR,2ª,0
centro,375000,58,1,N,INTERIOR,2ª,0
latina,212000,73,2,S,EXTERIOR,4ª,0
vicalvaro,344100,77,2,S,EXTERIOR,3ª,0
retiro,869500,80,2,S,EXTERIOR,2ª,0
puente-de-vallecas,159000,68,3,N,EXTERIOR,3ª,1
barrio-de-salamanca,649000,62,2,S,EXTERIOR,BAJO,0
centro,1390000,220,4,S,EXTERIOR,3ª,0
barrio-de-salamanca,7800000,415,3,S,EXTERIOR,4ª,0
tetuan,429000,80,4,N,EXTERIOR,BAJO,0
retiro,1129000,98,3,S,INTERIOR,2ª,0
centro,550000,70,2,S,INTERIOR,4ª,0
villa-de-vallecas,199000,80,2,N,EXTERIOR,BAJO,0
arganzuela,470000,91,3,S,EXTERIOR,3ª,0
puente-de-vallecas,360000,120,2,S,EXTERIOR,8ª,0
barrio-de-salamanca,879000,87,2,S,INTERIOR,6ª,0
centro,370000,40,2,N,INTERIOR,3ª,0
centro,1180000,184,4,S,EXTERIOR,1ª,0
chamberi,7250000,485,5,S,EXTERIOR,8ª,0
carabanchel,165000,43,1,N,EXTERIOR,BAJO,0
carabanchel,126000,86,3,S,EXTERIOR,2ª,0
barrio-de-salamanca,1999000,214,3,S,EXTERIOR,BAJO,3
barrio-de-salamanca,750000,110,2,S,EXTERIOR,6ª,0
tetuan,849000,156,3,S,EXTERIOR,BAJO,1
carabanchel,350000,101,2,S,EXTERIOR,2ª,0
carabanchel,280000,134,3,S,EXTERIOR,2ª,0
centro,422000,60,1,N,EXTERIOR,3ª,0
villaverde,349000,125,4,S,EXTERIOR,6ª,0
centro,630000,95,1,S,INTERIOR,1ª,0
barrio-de-salamanca,535000,70,2,S,EXTERIOR,5ª,0
barrio-de-salamanca,1550000,124,2,S,EXTERIOR,1ª,0
barrio-de-salamanca,2550000,223,4,S,EXTERIOR,3ª,0
puente-de-vallecas,178300,65,3,N,EXTERIOR,3ª,0
arganzuela,335000,57,1,S,EXTERIOR,BAJO,0
ciudad-lineal,760000,158,3,S,EXTERIOR,21ª,0
chamberi,1490000,145,3,S,EXTERIOR,2ª,0
moncloa,1045000,184,3,S,EXTERIOR,2ª,1
barrio-de-salamanca,395000,64,2,S,EXTERIOR,2ª,0
centro,1420000,122,3,S,EXTERIOR,4ª,0
tetuan,181000,73,2,S,EXTERIOR,1ª,0
villa-de-vallecas,260000,43,1,S,EXTERIOR,7ª,1
moncloa,1415000,207,3,S,EXTERIOR,2ª,0
puente-de-vallecas,199990,62,2,N,EXTERIOR,1ª,1
tetuan,497000,99,1,S,EXTERIOR,1ª,0
barajas,519000,118,3,S,EXTERIOR,2ª,2
puente-de-vallecas,219999,65,2,S,EXTERIOR,2ª,0
centro,230000,40,1,N,EXTERIOR,3ª,0
carabanchel,499000,110,3,S,EXTERIOR,3ª,0
centro,660000,110,2,S,EXTERIOR,5ª,0
barrio-de-salamanca,399000,60,1,S,EXTERIOR,4ª,0
moratalaz,296000,89,3,S,EXTERIOR,4ª,0
latina,325000,85,2,S,EXTERIOR,2ª,2
barrio-de-salamanca,305000,45,2,N,INTERIOR,2ª,0
vicalvaro,315000,70,2,S,EXTERIOR,8ª,0
centro,1785000,204,5,S,EXTERIOR,3ª,0
moncloa,292900,133,2,S,EXTERIOR,2ª,0
barrio-de-salamanca,1195000,155,3,S,EXTERIOR,4ª,0
arganzuela,320000,52,2,N,INTERIOR,3ª,0
barrio-de-salamanca,500000,48,1,N,INTERIOR,2ª,0
chamberi,3100000,215,4,N,EXTERIOR,2ª,0
villa-de-vallecas,615000,141,3,S,EXTERIOR,BAJO,2
ciudad-lineal,195000,62,2,S,EXTERIOR,BAJO,1
centro,850000,140,5,S,INTERIOR,3ª,0
chamberi,950000,80,2,S,EXTERIOR,6ª,0
tetuan,349000,82,2,S,EXTERIOR,2ª,0
ciudad-lineal,369900,75,2,S,EXTERIOR,4ª,0
tetuan,424999,90,2,S,EXTERIOR,3ª,0
villaverde,369000,101,3,S,EXTERIOR,12ª,0
arganzuela,750000,93,3,S,INTERIOR,7ª,1
chamartin,549900,82,2,S,EXTERIOR,1ª,0
tetuan,448000,90,1,S,EXTERIOR,3ª,0
usera,225000,65,2,N,EXTERIOR,1ª,0
centro,919000,112,3,N,INTERIOR,3ª,0
vicalvaro,224638,68,2,S,EXTERIOR,1ª,0
arganzuela,399900,84,3,S,INTERIOR,2ª,1
barrio-de-salamanca,635000,178,4,S,EXTERIOR,3ª,0
carabanchel,175000,63,3,N,EXTERIOR,4ª,0
retiro,550000,122,2,S,EXTERIOR,3ª,0
usera,335000,101,3,S,EXTERIOR,6ª,2
centro,1395000,246,4,S,EXTERIOR,2ª,0
moncloa,730000,98,2,S,EXTERIOR,1ª,2
chamberi,1070000,187,4,S,EXTERIOR,2ª,3
carabanchel,350000,92,2,S,EXTERIOR,BAJO,0
barrio-de-salamanca,849000,83,2,S,EXTERIOR,6ª,2
barrio-de-salamanca,1790000,150,3,S,EXTERIOR,3ª,1
villa-de-vallecas,390000,137,4,S,EXTERIOR,3ª,2
centro,850000,125,1,S,EXTERIOR,1ª,0
ciudad-lineal,930000,182,4,S,EXTERIOR,9ª,3
carabanchel,820000,157,3,S,EXTERIOR,5ª,0
retiro,520000,84,3,S,EXTERIOR,7ª,0
tetuan,285000,51,1,N,EXTERIOR,BAJO,0
barrio-de-salamanca,315000,37,1,S,INTERIOR,4ª,0
retiro,1149000,119,2,S,EXTERIOR,3ª,2
puente-de-vallecas,208000,94,3,N,EXTERIOR,1ª,2
chamberi,235000,36,1,N,INTERIOR,BAJO,0
moratalaz,269500,73,3,N,EXTERIOR,4ª,1
centro,1589000,129,3,S,EXTERIOR,2ª,3
centro,595000,115,2,S,EXTERIOR,1ª,0
tetuan,245000,34,1,N,EXTERIOR,BAJO,0
arganzuela,560000,77,1,S,EXTERIOR,7ª,0
centro,580000,113,3,S,EXTERIOR,2ª,0
vicalvaro,460000,140,3,S,EXTERIOR,BAJO,0
centro,449000,62,2,S,EXTERIOR,BAJO,0
puente-de-vallecas,155000,40,2,N,EXTERIOR,3ª,0
centro,340000,62,1,N,INTERIOR,5ª,0
carabanchel,419000,79,3,S,EXTERIOR,6ª,0
chamberi,3200000,255,4,S,EXTERIOR,1ª,0
centro,1199000,150,3,S,EXTERIOR,3ª,0
moncloa,770000,120,3,S,EXTERIOR,2ª,0
tetuan,499000,104,3,S,EXTERIOR,3ª,0
barrio-de-salamanca,1300000,103,2,S,INTERIOR,3ª,0
chamberi,300000,50,2,S,INTERIOR,BAJO,1
chamartin,3190000,325,5,S,EXTERIOR,7ª,0
barrio-de-salamanca,660000,70,2,S,INTERIOR,3ª,0
san-blas,145000,44,2,N,EXTERIOR,2ª,0
usera,171500,45,2,N,EXTERIOR,BAJO,0
barrio-de-salamanca,725000,129,3,S,EXTERIOR,5ª,0
centro,498000,89,5,N,EXTERIOR,BAJO,0
barrio-de-salamanca,1179000,110,2,S,EXTERIOR,5ª,0
carabanchel,149000,38,2,N,EXTERIOR,4ª,1
centro,250000,57,1,S,INTERIOR,SÓTANO,1
villaverde,125000,67,2,N,EXTERIOR,BAJO,0
centro,789000,101,2,N,EXTERIOR,4ª,0
chamberi,2500000,270,3,S,EXTERIOR,5ª,0
barrio-de-salamanca,1000000,146,2,S,EXTERIOR,7ª,0
barrio-de-salamanca,2300000,129,2,S,EXTERIOR,6ª,2
latina,459000,120,4,S,EXTERIOR,2ª,2
carabanchel,265000,124,3,S,EXTERIOR,2ª,0
centro,425000,133,2,S,EXTERIOR,-1,0
centro,919000,112,3,S,INTERIOR,1ª,3
moncloa,875000,140,4,S,EXTERIOR,5ª,2
barrio-de-salamanca,759000,75,3,S,EXTERIOR,3ª,0
barrio-de-salamanca,335000,66,1,S,EXTERIOR,SÓTANO,1
carabanchel,489000,112,3,S,EXTERIOR,3ª,2
chamartin,3300000,267,3,S,EXTERIOR,3ª,0
tetuan,159900,37,1,N,INTERIOR,BAJO,0
latina,357000,136,3,S,EXTERIOR,1ª,0
fuencarral,250000,54,2,N,EXTERIOR,3ª,0
barrio-de-salamanca,1329000,135,2,S,EXTERIOR,1ª,0
centro,410000,60,2,S,EXTERIOR,4ª,1
centro,790000,125,3,N,EXTERIOR,3ª,3
latina,165000,45,1,N,EXTERIOR,BAJO,0
chamberi,2275000,218,4,S,EXTERIOR,6ª,0
arganzuela,456500,85,3,S,INTERIOR,1ª,0
ciudad-lineal,980000,266,5,S,EXTERIOR,14ª,3
ciudad-lineal,295000,89,3,N,EXTERIOR,3ª,0
vicalvaro,445000,104,3,S,EXTERIOR,1ª,0
san-blas,380000,160,3,N,EXTERIOR,BAJO,0
centro,344000,38,2,N,INTERIOR,4ª,0
barrio-de-salamanca,1950000,186,3,S,EXTERIOR,4ª,0
barrio-de-salamanca,2500000,252,3,S,EXTERIOR,4ª,0
chamberi,810000,86,3,S,EXTERIOR,6ª,1
latina,103000,76,3,N,EXTERIOR,3ª,1
villaverde,155899,60,2,N,INTERIOR,2ª,0
barrio-de-salamanca,4700000,350,4,S,EXTERIOR,3ª,0
ciudad-lineal,1419908,212,4,S,EXTERIOR,BAJO,0
chamberi,920000,103,2,S,EXTERIOR,ENTREPLANTA,0
centro,2300000,220,3,N,EXTERIOR,BAJO,1
barrio-de-salamanca,1877000,219,3,S,EXTERIOR,7ª,0
puente-de-vallecas,149900,43,1,N,EXTERIOR,BAJO,0
puente-de-vallecas,215000,75,3,N,INTERIOR,1ª,0
barrio-de-salamanca,1595000,227,3,S,EXTERIOR,7ª,0
arganzuela,560000,87,2,S,EXTERIOR,6ª,0
barrio-de-salamanca,440000,85,2,S,INTERIOR,ENTREPLANTA,0
villaverde,359000,140,2,S,EXTERIOR,BAJO,0
centro,859000,95,3,N,EXTERIOR,1ª,0
centro,1715000,209,3,S,EXTERIOR,3ª,0
tetuan,156050,32,2,N,INTERIOR,BAJO,0
ciudad-lineal,379500,92,2,S,EXTERIOR,1ª,0
chamberi,795000,95,2,S,EXTERIOR,3ª,0
chamberi,535000,101,1,S,EXTERIOR,BAJO,0
arganzuela,1150000,166,3,S,EXTERIOR,5ª,0
latina,409000,89,2,S,EXTERIOR,1ª,0
villa-de-vallecas,229000,75,1,S,EXTERIOR,1ª,0
moncloa,379000,67,1,S,EXTERIOR,4ª,1
retiro,1450000,115,3,S,INTERIOR,6ª,0
villa-de-vallecas,249000,80,1,S,EXTERIOR,BAJO,0
barrio-de-salamanca,790000,74,2,N,INTERIOR,1ª,2
barrio-de-salamanca,1329000,114,2,S,EXTERIOR,1ª,2
barrio-de-salamanca,975000,136,2,S,EXTERIOR,4ª,2
retiro,515000,58,2,S,EXTERIOR,4ª,2
tetuan,750000,119,2,S,EXTERIOR,3ª,0
usera,455000,86,2,S,EXTERIOR,2ª,0
centro,325000,106,2,S,INTERIOR,BAJO,0
puente-de-vallecas,225000,107,3,N,EXTERIOR,1ª,0
retiro,1150000,191,5,S,EXTERIOR,5ª,0
tetuan,1475000,230,4,S,EXTERIOR,6ª,0
usera,415000,75,2,N,EXTERIOR,3ª,0
latina,270000,98,3,S,EXTERIOR,6ª,1
barrio-de-salamanca,6500000,317,3,S,EXTERIOR,3ª,0
barrio-de-salamanca,2295000,211,4,S,EXTERIOR,2ª,3
barrio-de-salamanca,1709000,132,3,S,EXTERIOR,5ª,0
chamartin,1820000,289,6,S,EXTERIOR,5ª,0
ciudad-lineal,245000,60,2,S,EXTERIOR,BAJO,0
arganzuela,259000,36,2,N,INTERIOR,2ª,0
centro,619900,89,2,S,EXTERIOR,1ª,0
chamartin,950000,104,3,S,EXTERIOR,4ª,0
tetuan,369000,70,2,S,EXTERIOR,1ª,0
barrio-de-salamanca,1909000,220,3,S,INTERIOR,2ª,0
puente-de-vallecas,185000,79,2,N,EXTERIOR,1ª,0
barajas,280000,79,2,N,INTERIOR,1ª,0
arganzuela,360000,74,2,S,EXTERIOR,4ª,0
barrio-de-salamanca,1459000,97,2,S,EXTERIOR,5ª,2
fuencarral,620000,86,2,S,EXTERIOR,2ª,1
latina,325000,75,3,S,EXTERIOR,2ª,0
barrio-de-salamanca,425000,58,1,N,INTERIOR,SÓTANO,0
centro,570000,80,2,S,INTERIOR,1ª,0
barrio-de-salamanca,1459000,84,2,S,EXTERIOR,5ª,2
retiro,2500000,227,3,S,EXTERIOR,1ª,0
barrio-de-salamanca,1098000,116,3,S,EXTERIOR,5ª,2
chamartin,1055000,141,3,S,EXTERIOR,4ª,2
tetuan,1579000,245,5,S,EXTERIOR,6ª,0
fuencarral,550000,94,3,S,EXTERIOR,BAJO,2
centro,395000,53,1,N,EXTERIOR,5ª,0
puente-de-vallecas,135000,51,1,N,EXTERIOR,1ª,0
fuencarral,940000,215,4,S,EXTERIOR,6ª,0
chamartin,520000,148,3,S,INTERIOR,1ª,0
carabanchel,265000,73,1,S,EXTERIOR,3ª,0
san-blas,355000,99,4,S,EXTERIOR,1ª,1
tetuan,460000,175,3,N,EXTERIOR,BAJO,1
chamberi,578909,54,1,S,EXTERIOR,1ª,0
arganzuela,320000,50,2,S,INTERIOR,4ª,0
barrio-de-salamanca,2469000,271,4,S,EXTERIOR,1ª,0
barrio-de-salamanca,699000,65,2,S,INTERIOR,5ª,2
arganzuela,599000,128,3,S,EXTERIOR,1ª,0
tetuan,1295000,208,4,S,EXTERIOR,5ª,0
villa-de-vallecas,206000,99,3,S,EXTERIOR,BAJO,0
chamberi,1250000,125,3,S,EXTERIOR,2ª,0
vicalvaro,303000,70,2,S,EXTERIOR,4ª,0
barrio-de-salamanca,1520000,217,4,S,EXTERIOR,3ª,0
puente-de-vallecas,339900,110,3,N,EXTERIOR,BAJO,2
centro,1700000,201,4,S,EXTERIOR,1ª,0
arganzuela,600000,113,3,S,EXTERIOR,1ª,2
san-blas,890000,105,3,S,EXTERIOR,BAJO,0
centro,829000,102,3,S,EXTERIOR,3ª,0
barrio-de-salamanca,680000,130,4,S,EXTERIOR,3ª,0
centro,715000,90,2,N,EXTERIOR,3ª,0
hortaleza,198800,21,1,S,EXTERIOR,5ª,0
arganzuela,585000,124,4,S,EXTERIOR,2ª,2
puente-de-vallecas,185000,56,2,N,EXTERIOR,BAJO,0
vicalvaro,646000,227,4,S,EXTERIOR,9ª,0
villaverde,175000,54,4,N,EXTERIOR,BAJO,0
retiro,1300000,116,3,S,EXTERIOR,2ª,0
san-blas,159000,50,2,S,EXTERIOR,2ª,0
tetuan,550000,70,3,S,INTERIOR,4ª,0
hortaleza,620000,142,4,S,EXTERIOR,9ª,0
hortaleza,249999,55,2,N,EXTERIOR,1ª,0
chamartin,4800000,463,4,S,EXTERIOR,2ª,0
puente-de-vallecas,146000,70,3,N,EXTERIOR,3ª,1
centro,895000,164,4,S,EXTERIOR,3ª,0
retiro,860000,98,3,S,EXTERIOR,1ª,2
arganzuela,275000,46,2,S,INTERIOR,ENTREPLANTA,0
retiro,640000,94,3,S,EXTERIOR,4ª,0
latina,620000,116,4,S,EXTERIOR,5ª,0
puente-de-vallecas,178000,97,3,S,EXTERIOR,2ª,2
usera,170000,52,2,N,EXTERIOR,2ª,0
centro,1189000,150,2,S,EXTERIOR,3ª,2
ciudad-lineal,240000,74,3,N,EXTERIOR,5ª,0
chamartin,835000,129,3,S,INTERIOR,7ª,0
puente-de-vallecas,127000,50,2,N,EXTERIOR,3ª,1
retiro,405000,89,1,N,EXTERIOR,ENTREPLANTA,0
tetuan,399000,40,1,N,EXTERIOR,BAJO,0
chamartin,1650000,140,3,S,EXTERIOR,2ª,0
retiro,1175000,132,5,S,EXTERIOR,5ª,0
ciudad-lineal,1097656,135,3,S,EXTERIOR,2ª,0
barrio-de-salamanca,950000,204,5,S,EXTERIOR,3ª,0
chamartin,4800000,450,4,S,EXTERIOR,2ª,0
fuencarral,850000,150,4,S,EXTERIOR,4ª,3
barrio-de-salamanca,2290000,255,3,S,INTERIOR,3ª,0
tetuan,395000,81,1,S,EXTERIOR,2ª,0
arganzuela,229500,50,1,S,INTERIOR,BAJO,0
carabanchel,335000,96,3,S,EXTERIOR,3ª,0
hortaleza,430000,86,1,S,EXTERIOR,7ª,0
puente-de-vallecas,71600,62,3,N,EXTERIOR,3ª,0
barrio-de-salamanca,995000,98,2,S,EXTERIOR,1ª,0
retiro,1990000,167,3,S,EXTERIOR,3ª,0
moncloa,310000,83,3,S,EXTERIOR,ENTREPLANTA,0
carabanchel,265000,73,1,S,EXTERIOR,3ª,0
hortaleza,232000,159,2,S,EXTERIOR,2ª,0
hortaleza,1023450,229,4,S,EXTERIOR,8ª,0
barrio-de-salamanca,1459000,97,2,N,EXTERIOR,5ª,2
barrio-de-salamanca,700000,55,1,S,EXTERIOR,4ª,0
centro,1400000,124,2,S,EXTERIOR,2ª,1
centro,450000,72,1,N,EXTERIOR,1ª,0
barrio-de-salamanca,500000,66,1,N,INTERIOR,SÓTANO,0
carabanchel,354750,105,3,S,EXTERIOR,2ª,0
centro,1700000,142,3,S,EXTERIOR,6ª,0
chamartin,995000,128,2,S,EXTERIOR,2ª,0
latina,399000,108,3,S,EXTERIOR,7ª,0
usera,229000,84,3,S,EXTERIOR,3ª,0
ciudad-lineal,410000,44,1,S,EXTERIOR,BAJO,0
villaverde,212000,63,2,N,EXTERIOR,BAJO,1
latina,230000,63,2,N,EXTERIOR,1ª,0
latina,285000,67,3,S,EXTERIOR,3ª,0
fuencarral,735000,84,2,S,EXTERIOR,1ª,1
puente-de-vallecas,195000,91,3,N,INTERIOR,BAJO,0
centro,749000,104,3,N,EXTERIOR,1ª,0
barrio-de-salamanca,4650000,365,4,S,EXTERIOR,1ª,0
centro,919000,112,3,S,INTERIOR,3ª,3
centro,415000,118,3,S,EXTERIOR,BAJO,0
barrio-de-salamanca,5050000,300,4,S,EXTERIOR,5ª,0
latina,180000,56,3,N,EXTERIOR,BAJO,0
arganzuela,615000,112,3,S,EXTERIOR,BAJO,2
