zona,PrecioActual,metros,habitaciones,tiene_ascensor,localizacion,planta_num,baños,PrecioActual_log,Latitud,Longitud
arganzuela,570000,87,1.0,1,EXTERIOR,6.0,0,13.25339339419516,40.3969535,-3.6972891
chamberi,295000,30,1.0,1,INTERIOR,3.0,1,12.59473402514672,40.4389621,-3.705302
hortaleza,550000,84,2.0,1,EXTERIOR,2.0,1,13.217675375388819,40.4725491,-3.6425515
centro,720000,121,5.0,0,EXTERIOR,3.0,0,13.487007879880162,40.4176527,-3.7079547
chamartin,2300000,256,5.0,1,EXTERIOR,6.0,0,14.648420115681892,40.4739539,-3.6827087
barrio-de-salamanca,1360000,138,3.0,1,EXTERIOR,1.0,0,14.122995993006082,40.4364379,-3.6857028
chamberi,4800000,620,6.0,1,EXTERIOR,6.0,0,15.38412668421143,40.4389621,-3.705302
villaverde,169900,60,2.0,0,EXTERIOR,0.0,2,12.042971193457888,40.3456104,-3.6959556
barrio-de-salamanca,315000,31,1.0,1,INTERIOR,7.0,0,12.660331092405906,40.4364379,-3.6857028
san-blas,580000,170,3.0,1,EXTERIOR,3.0,0,13.270785106659046,40.4275001,-3.615954
barrio-de-salamanca,1399000,131,2.0,1,EXTERIOR,1.0,2,14.151268968443645,40.4364379,-3.6857028
retiro,890000,107,2.0,1,EXTERIOR,1.0,2,13.698977865303197,40.4111495,-3.6760566
tetuan,950000,190,3.0,1,EXTERIOR,1.0,2,13.76421831620775,40.4605781,-3.6982806
chamberi,1200000,115,3.0,1,EXTERIOR,3.0,0,13.997832948091215,40.4389621,-3.705302
barrio-de-salamanca,520000,84,2.0,1,INTERIOR,1.0,0,13.161586013632684,40.4364379,-3.6857028
barrio-de-salamanca,4850000,353,3.0,1,EXTERIOR,2.0,0,15.394489469099211,40.4364379,-3.6857028
san-blas,880000,107,3.0,1,EXTERIOR,0.0,0,13.68767832281738,40.4275001,-3.615954
villa-de-vallecas,279000,129,2.0,1,EXTERIOR,1.0,1,12.53897064502647,40.3739576,-3.6121632
barrio-de-salamanca,3500000,175,3.0,1,EXTERIOR,6.0,0,15.068273812173887,40.4364379,-3.6857028
barrio-de-salamanca,849000,83,2.0,1,EXTERIOR,6.0,0,13.651815643149092,40.4364379,-3.6857028
fuencarral,800000,131,2.0,1,EXTERIOR,0.0,2,13.592368256649284,40.426213,-3.7009931
centro,1880000,206,6.0,1,EXTERIOR,4.0,0,14.446782866720884,40.4176527,-3.7079547
moncloa,265000,69,3.0,0,EXTERIOR,4.0,1,12.487488878546145,40.4350196,-3.719236
centro,1079000,128,3.0,1,EXTERIOR,2.0,0,13.8915461710239,40.4176527,-3.7079547
retiro,848000,97,2.0,1,EXTERIOR,4.0,1,13.650637094018627,40.4111495,-3.6760566
barrio-de-salamanca,1350000,109,3.0,1,EXTERIOR,3.0,0,14.115615891155079,40.4364379,-3.6857028
chamberi,995000,212,6.0,1,EXTERIOR,2.0,0,13.81049902116535,40.4389621,-3.705302
centro,225000,36,1.0,0,INTERIOR,5.0,0,12.323860125621126,40.4176527,-3.7079547
chamartin,2590000,366,4.0,1,EXTERIOR,9.0,0,14.767168819776032,40.4739539,-3.6827087
centro,749000,80,1.0,1,EXTERIOR,4.0,0,13.52649559761195,40.4176527,-3.7079547
centro,255000,45,1.0,0,EXTERIOR,2.0,0,12.449022745701502,40.4176527,-3.7079547
chamberi,1500000,235,4.0,1,EXTERIOR,6.0,0,14.220976332738882,40.4389621,-3.705302
puente-de-vallecas,87410,50,2.0,0,EXTERIOR,3.0,0,11.378376411847727,40.3868601,-3.6591803
barrio-de-salamanca,2600000,210,4.0,1,EXTERIOR,3.0,0,14.77102238760702,40.4364379,-3.6857028
barrio-de-salamanca,1349000,120,2.0,1,INTERIOR,1.0,0,14.114874876479462,40.4364379,-3.6857028
barrio-de-salamanca,525000,82,3.0,1,INTERIOR,3.0,0,13.171155446333852,40.4364379,-3.6857028
retiro,290000,42,1.0,1,EXTERIOR,3.0,1,12.577639650232573,40.4111495,-3.6760566
retiro,450000,65,2.0,1,EXTERIOR,1.0,0,13.017005083966255,40.4111495,-3.6760566
villa-de-vallecas,500000,130,3.0,1,EXTERIOR,3.0,0,13.122365377402328,40.3739576,-3.6121632
centro,425000,60,1.0,1,EXTERIOR,4.0,2,12.959846800844963,40.4176527,-3.7079547
chamberi,1389670,162,3.0,1,EXTERIOR,1.0,0,14.14457758644374,40.4389621,-3.705302
carabanchel,360000,106,4.0,1,EXTERIOR,5.0,0,12.793862088206213,40.3742112,-3.744676
centro,799000,66,2.0,1,EXTERIOR,4.0,0,13.591117476312084,40.4176527,-3.7079547
tetuan,450000,79,2.0,1,EXTERIOR,1.0,0,13.017005083966255,40.4605781,-3.6982806
san-blas,550000,140,3.0,1,EXTERIOR,2.0,0,13.217675375388819,40.4275001,-3.615954
villa-de-vallecas,467900,119,3.0,1,EXTERIOR,1.0,0,13.05601201406083,40.3739576,-3.6121632
tetuan,1579000,245,4.0,1,EXTERIOR,6.0,0,14.272302926549802,40.4605781,-3.6982806
villa-de-vallecas,275000,72,1.0,1,EXTERIOR,3.0,0,12.524530013005734,40.3739576,-3.6121632
centro,650000,119,2.0,0,EXTERIOR,2.0,0,13.384729180332174,40.4176527,-3.7079547
chamartin,710000,110,3.0,1,EXTERIOR,2.0,0,13.47302165746721,40.4739539,-3.6827087
puente-de-vallecas,180000,58,2.0,0,EXTERIOR,0.0,1,12.100717685412471,40.3868601,-3.6591803
centro,175000,24,1.0,0,EXTERIOR,2.0,0,12.07254696717504,40.4176527,-3.7079547
barrio-de-salamanca,1700000,205,5.0,1,EXTERIOR,5.0,0,14.346139397261565,40.4364379,-3.6857028
centro,255000,29,1.0,0,INTERIOR,2.0,1,12.449022745701502,40.4176527,-3.7079547
barrio-de-salamanca,2390000,225,4.0,1,EXTERIOR,5.0,0,14.686804342317648,40.4364379,-3.6857028
chamartin,3250000,340,5.0,1,EXTERIOR,13.0,0,14.99416586199818,40.4739539,-3.6827087
chamartin,2590000,366,6.0,1,EXTERIOR,9.0,0,14.767168819776032,40.4739539,-3.6827087
puente-de-vallecas,220000,77,3.0,0,EXTERIOR,2.0,0,12.301387370778713,40.3868601,-3.6591803
centro,2000000,450,5.0,1,EXTERIOR,1.0,0,14.508658238524095,40.4176527,-3.7079547
arganzuela,220000,35,1.0,1,INTERIOR,2.0,1,12.301387370778713,40.3969535,-3.6972891
usera,305000,56,1.0,1,INTERIOR,2.0,0,12.628070334272698,40.383894,-3.7064459
chamartin,1800000,268,5.0,1,EXTERIOR,2.0,5,14.403297778421795,40.4739539,-3.6827087
puente-de-vallecas,170000,62,3.0,1,EXTERIOR,1.0,0,12.04355959836804,40.3868601,-3.6591803
moncloa,642390,141,1.0,1,EXTERIOR,0.0,0,13.372952431553909,40.4350196,-3.719236
moncloa,680000,115,5.0,1,EXTERIOR,1.0,0,13.429849547739444,40.4350196,-3.719236
san-blas,145000,55,2.0,0,EXTERIOR,2.0,0,11.884495917930655,40.4275001,-3.615954
tetuan,450000,67,1.0,1,EXTERIOR,6.0,1,13.017005083966255,40.4605781,-3.6982806
hortaleza,390000,55,1.0,1,EXTERIOR,3.0,0,12.873904582205107,40.4725491,-3.6425515
retiro,1510000,205,4.0,1,EXTERIOR,9.0,0,14.227620871042543,40.4111495,-3.6760566
usera,235750,74,2.0,1,EXTERIOR,0.0,2,12.370531442268256,40.383894,-3.7064459
san-blas,152999,58,3.0,0,EXTERIOR,1.0,1,11.938193200374572,40.4275001,-3.615954
ciudad-lineal,269000,77,3.0,0,EXTERIOR,1.0,1,12.502470376049185,40.4484305,-3.650495
retiro,380000,44,1.0,1,EXTERIOR,0.0,0,12.847929163278053,40.4111495,-3.6760566
centro,1079000,128,3.0,1,EXTERIOR,2.0,0,13.8915461710239,40.4176527,-3.7079547
villa-de-vallecas,175000,50,1.0,1,EXTERIOR,6.0,1,12.07254696717504,40.3739576,-3.6121632
ciudad-lineal,270000,83,3.0,0,EXTERIOR,2.0,1,12.506180941677357,40.4484305,-3.650495
centro,2500000,180,4.0,0,EXTERIOR,1.0,1,14.731801689838349,40.4176527,-3.7079547
vicalvaro,236715,90,2.0,1,EXTERIOR,2.0,0,12.374616389330784,40.4018377,-3.5950537
carabanchel,110200,64,3.0,0,EXTERIOR,2.0,1,11.610061250069942,40.3742112,-3.744676
carabanchel,345000,90,4.0,0,EXTERIOR,2.0,1,12.75130259456002,40.3742112,-3.744676
latina,235000,50,2.0,0,EXTERIOR,2.0,0,12.367345048436391,40.4035317,-3.736152
latina,176000,97,3.0,0,EXTERIOR,4.0,0,12.07824495582233,40.4035317,-3.736152
centro,725000,97,3.0,0,EXTERIOR,5.0,0,13.493928313146206,40.4176527,-3.7079547
carabanchel,295000,92,4.0,1,EXTERIOR,0.0,1,12.59473402514672,40.3742112,-3.744676
chamberi,1790000,180,5.0,1,EXTERIOR,4.0,0,14.397726736475999,40.4389621,-3.705302
centro,850000,121,2.0,1,EXTERIOR,4.0,0,13.652992804936396,40.4176527,-3.7079547
tetuan,919900,184,5.0,1,EXTERIOR,3.0,0,13.73202133453934,40.4605781,-3.6982806
villa-de-vallecas,195351,84,2.0,1,EXTERIOR,1.0,0,12.182558338465105,40.3739576,-3.6121632
barrio-de-salamanca,4550000,290,4.0,1,EXTERIOR,5.0,0,15.330638010707329,40.4364379,-3.6857028
ciudad-lineal,264000,77,3.0,0,EXTERIOR,1.0,1,12.483708170000067,40.4484305,-3.650495
chamartin,1723150,190,2.0,1,EXTERIOR,3.0,0,14.35966514951107,40.4739539,-3.6827087
hortaleza,425000,80,3.0,1,EXTERIOR,4.0,0,12.959846800844963,40.4725491,-3.6425515
arganzuela,220000,30,1.0,0,INTERIOR,0.0,0,12.301387370778713,40.3969535,-3.6972891
usera,200000,73,3.0,1,EXTERIOR,1.0,0,12.206077645517674,40.383894,-3.7064459
centro,889000,117,3.0,1,EXTERIOR,2.0,3,13.697853639354802,40.4176527,-3.7079547
retiro,700000,117,3.0,0,INTERIOR,1.0,0,13.45883704259595,40.4111495,-3.6760566
vicalvaro,432500,117,3.0,1,INTERIOR,2.0,2,12.977339917490127,40.4018377,-3.5950537
tetuan,425000,65,2.0,0,EXTERIOR,3.0,0,12.959846800844963,40.4605781,-3.6982806
hortaleza,925000,152,3.0,1,EXTERIOR,2.0,0,13.73755009757506,40.4725491,-3.6425515
retiro,1550000,156,3.0,1,INTERIOR,9.0,0,14.253766134056512,40.4111495,-3.6760566
usera,289900,77,3.0,0,EXTERIOR,1.0,0,12.57729476436913,40.383894,-3.7064459
chamberi,1249000,140,3.0,1,EXTERIOR,6.0,0,14.037854589747907,40.4389621,-3.705302
tetuan,279900,80,3.0,0,EXTERIOR,0.0,2,12.5421912482017,40.4605781,-3.6982806
usera,458000,90,2.0,1,EXTERIOR,2.0,0,13.034626646500051,40.383894,-3.7064459
barrio-de-salamanca,1890000,142,3.0,1,EXTERIOR,3.0,0,14.452087916136215,40.4364379,-3.6857028
moncloa,265000,68,2.0,0,EXTERIOR,1.0,0,12.487488878546145,40.4350196,-3.719236
usera,157000,134,4.0,0,EXTERIOR,2.0,0,11.964007453736912,40.383894,-3.7064459
retiro,959000,91,3.0,1,INTERIOR,0.0,3,13.7736473966179,40.4111495,-3.6760566
barrio-de-salamanca,829000,76,2.0,0,INTERIOR,1.0,0,13.627976640389322,40.4364379,-3.6857028
fuencarral,620000,140,5.0,1,EXTERIOR,15.0,3,13.3374763699232,40.426213,-3.7009931
barrio-de-salamanca,2469000,271,4.0,1,EXTERIOR,1.0,0,14.719324173349511,40.4364379,-3.6857028
puente-de-vallecas,155000,65,2.0,0,EXTERIOR,0.0,0,11.951186847493476,40.3868601,-3.6591803
barrio-de-salamanca,1339000,134,2.0,1,EXTERIOR,3.0,1,14.10743437149902,40.4364379,-3.6857028
puente-de-vallecas,215000,76,3.0,0,EXTERIOR,3.0,1,12.278397958261774,40.3868601,-3.6591803
retiro,240000,92,3.0,1,EXTERIOR,-1.0,0,12.388398368982115,40.4111495,-3.6760566
centro,2000000,462,6.0,1,EXTERIOR,1.0,0,14.508658238524095,40.4176527,-3.7079547
carabanchel,212000,64,2.0,0,EXTERIOR,2.0,0,12.264346270624157,40.3742112,-3.744676
barrio-de-salamanca,1329000,135,2.0,1,EXTERIOR,1.0,0,14.099938090140547,40.4364379,-3.6857028
retiro,460000,71,3.0,1,EXTERIOR,3.0,0,13.038983942375959,40.4111495,-3.6760566
barrio-de-salamanca,1675000,184,3.0,1,EXTERIOR,1.0,4,14.331324320256051,40.4364379,-3.6857028
barrio-de-salamanca,1390000,141,3.0,1,EXTERIOR,3.0,1,14.144815024531075,40.4364379,-3.6857028
usera,90500,88,3.0,0,EXTERIOR,1.0,0,11.413116179350727,40.383894,-3.7064459
ciudad-lineal,545000,98,3.0,1,EXTERIOR,3.0,2,13.208542908506082,40.4484305,-3.650495
hortaleza,575000,117,3.0,1,EXTERIOR,2.0,0,13.26212705890841,40.4725491,-3.6425515
barrio-de-salamanca,2619000,210,4.0,1,EXTERIOR,4.0,0,14.7783035053149,40.4364379,-3.6857028
carabanchel,188000,64,3.0,0,EXTERIOR,0.0,0,12.144202560946876,40.3742112,-3.744676
san-blas,300000,81,2.0,0,EXTERIOR,2.0,0,12.611541086966115,40.4275001,-3.615954
ciudad-lineal,1238552,165,4.0,1,EXTERIOR,1.0,0,14.029454320697987,40.4484305,-3.650495
fuencarral,778000,145,3.0,1,EXTERIOR,9.0,0,13.564483088506746,40.426213,-3.7009931
centro,789000,100,3.0,1,EXTERIOR,1.0,1,13.578522867254332,40.4176527,-3.7079547
centro,190000,33,1.0,0,EXTERIOR,5.0,0,12.154784614286667,40.4176527,-3.7079547
tetuan,254900,40,1.0,1,EXTERIOR,3.0,0,12.448630513463613,40.4605781,-3.6982806
chamartin,880000,190,5.0,1,EXTERIOR,3.0,0,13.68767832281738,40.4739539,-3.6827087
barrio-de-salamanca,999000,98,2.0,1,EXTERIOR,4.0,2,13.81451105863119,40.4364379,-3.6857028
tetuan,478500,115,3.0,1,EXTERIOR,2.0,0,13.078413579737122,40.4605781,-3.6982806
tetuan,240000,95,3.0,0,EXTERIOR,4.0,1,12.388398368982115,40.4605781,-3.6982806
centro,1079000,128,3.0,1,EXTERIOR,2.0,0,13.8915461710239,40.4176527,-3.7079547
moncloa,375000,63,2.0,0,INTERIOR,2.0,0,12.834683971615659,40.4350196,-3.719236
moratalaz,232000,82,3.0,0,EXTERIOR,1.0,0,12.354496960983985,40.4059332,-3.6448737
carabanchel,193000,63,3.0,0,EXTERIOR,3.0,0,12.170450649220749,40.3742112,-3.744676
ciudad-lineal,348000,121,3.0,0,EXTERIOR,1.0,0,12.759960632315702,40.4484305,-3.650495
centro,675000,95,2.0,1,INTERIOR,1.0,0,13.42246945133505,40.4176527,-3.7079547
centro,1500000,180,9.0,1,EXTERIOR,2.0,0,14.220976332738882,40.4176527,-3.7079547
barrio-de-salamanca,3250000,400,6.0,0,EXTERIOR,3.0,0,14.99416586199818,40.4364379,-3.6857028
retiro,700000,126,3.0,1,INTERIOR,0.0,0,13.45883704259595,40.4111495,-3.6760566
centro,1150000,121,3.0,1,EXTERIOR,1.0,0,13.955273369904273,40.4176527,-3.7079547
centro,295000,42,1.0,1,INTERIOR,1.0,0,12.59473402514672,40.4176527,-3.7079547
san-blas,269000,83,3.0,1,EXTERIOR,1.0,0,12.502470376049185,40.4275001,-3.615954
chamartin,569000,80,3.0,1,EXTERIOR,1.0,2,13.251637470576167,40.4739539,-3.6827087
chamartin,515000,87,2.0,1,EXTERIOR,1.0,0,13.151924121391561,40.4739539,-3.6827087
latina,260000,79,4.0,1,EXTERIOR,4.0,0,12.468440756144114,40.4035317,-3.736152
barrio-de-salamanca,2099000,184,3.0,1,EXTERIOR,6.0,1,14.556972075219997,40.4364379,-3.6857028
retiro,1295000,125,3.0,1,EXTERIOR,3.0,2,14.07402202531625,40.4111495,-3.6760566
retiro,590000,82,3.0,1,EXTERIOR,2.0,1,13.28787951079572,40.4111495,-3.6760566
chamartin,730000,135,4.0,1,EXTERIOR,8.0,0,13.500801182986649,40.4739539,-3.6827087
ciudad-lineal,250000,80,2.0,1,EXTERIOR,0.0,0,12.429220196836383,40.4484305,-3.650495
puente-de-vallecas,111400,77,3.0,1,EXTERIOR,2.0,0,11.620891583095712,40.3868601,-3.6591803
barajas,650000,131,3.0,1,EXTERIOR,7.0,0,13.384729180332174,40.4733176,-3.5798446
latina,175000,63,2.0,1,EXTERIOR,6.0,0,12.07254696717504,40.4035317,-3.736152
tetuan,230000,40,1.0,1,EXTERIOR,2.0,0,12.345838935721968,40.4605781,-3.6982806
barrio-de-salamanca,829000,76,2.0,0,INTERIOR,1.0,2,13.627976640389322,40.4364379,-3.6857028
chamberi,950000,75,2.0,1,INTERIOR,3.0,0,13.76421831620775,40.4389621,-3.705302
usera,252000,55,2.0,0,EXTERIOR,2.0,0,12.437188334739655,40.383894,-3.7064459
barrio-de-salamanca,1300000,100,2.0,1,EXTERIOR,3.0,0,14.077875591662238,40.4364379,-3.6857028
barrio-de-salamanca,2850000,210,2.0,1,EXTERIOR,2.0,0,14.862829903121964,40.4364379,-3.6857028
centro,1045000,86,2.0,1,EXTERIOR,4.0,2,13.85952840031839,40.4176527,-3.7079547
fuencarral,1414000,198,4.0,1,EXTERIOR,0.0,0,14.161933832651984,40.426213,-3.7009931
retiro,875000,155,4.0,1,EXTERIOR,5.0,0,13.681980308196241,40.4111495,-3.6760566
chamartin,860000,150,4.0,1,EXTERIOR,4.0,2,13.664688831019712,40.4739539,-3.6827087
barrio-de-salamanca,2900000,204,2.0,1,EXTERIOR,1.0,0,14.88022163978423,40.4364379,-3.6857028
puente-de-vallecas,515000,158,3.0,1,EXTERIOR,8.0,0,13.151924121391561,40.3868601,-3.6591803
barrio-de-salamanca,2550000,300,4.0,1,EXTERIOR,4.0,0,14.751604309291395,40.4364379,-3.6857028
arganzuela,580000,112,2.0,1,EXTERIOR,3.0,0,13.270785106659046,40.3969535,-3.6972891
carabanchel,300000,56,1.0,1,EXTERIOR,1.0,0,12.611541086966115,40.3742112,-3.744676
vicalvaro,139000,80,1.0,0,EXTERIOR,4.0,0,11.842236406331555,40.4018377,-3.5950537
barrio-de-salamanca,950000,219,4.0,1,EXTERIOR,2.0,0,13.76421831620775,40.4364379,-3.6857028
barrio-de-salamanca,565000,95,3.0,1,EXTERIOR,1.0,0,13.244582780038517,40.4364379,-3.6857028
usera,150000,90,3.0,0,EXTERIOR,1.0,0,11.918397239722838,40.383894,-3.7064459
puente-de-vallecas,289600,104,3.0,1,EXTERIOR,12.0,0,12.57625939252641,40.3868601,-3.6591803
fuencarral,1514000,152,4.0,1,EXTERIOR,0.0,0,14.230266373481294,40.426213,-3.7009931
vicalvaro,990000,80,3.0,0,EXTERIOR,1.0,1,13.805461232211272,40.4018377,-3.5950537
chamartin,990000,120,3.0,1,EXTERIOR,4.0,0,13.805461232211272,40.4739539,-3.6827087
barrio-de-salamanca,3390000,400,5.0,1,EXTERIOR,2.0,0,15.03634077434184,40.4364379,-3.6857028
chamberi,1200000,150,3.0,1,EXTERIOR,2.0,0,13.997832948091215,40.4389621,-3.705302
hortaleza,409500,101,1.0,0,EXTERIOR,0.0,1,12.92269462427472,40.4725491,-3.6425515
barrio-de-salamanca,1349000,120,2.0,1,INTERIOR,1.0,0,14.114874876479462,40.4364379,-3.6857028
puente-de-vallecas,200000,89,3.0,1,EXTERIOR,8.0,1,12.206077645517674,40.3868601,-3.6591803
villaverde,162500,84,3.0,0,EXTERIOR,1.0,0,11.998439434579149,40.3456104,-3.6959556
chamberi,1500000,283,6.0,1,EXTERIOR,3.0,0,14.220976332738882,40.4389621,-3.705302
retiro,649000,134,4.0,1,EXTERIOR,5.0,0,13.38318953651709,40.4111495,-3.6760566
chamberi,1480000,198,5.0,1,EXTERIOR,2.0,0,14.207553321415745,40.4389621,-3.705302
retiro,2750000,223,4.0,1,EXTERIOR,3.0,0,14.827111833279051,40.4111495,-3.6760566
centro,789000,101,2.0,0,EXTERIOR,4.0,2,13.578522867254332,40.4176527,-3.7079547
barrio-de-salamanca,1298000,133,2.0,1,INTERIOR,4.0,0,14.0763359466619,40.4364379,-3.6857028
chamberi,570000,80,2.0,1,EXTERIOR,2.0,0,13.25339339419516,40.4389621,-3.705302
centro,1663850,232,4.0,1,EXTERIOR,2.0,5,14.324645353084822,40.4176527,-3.7079547
retiro,570000,135,4.0,1,EXTERIOR,4.0,0,13.25339339419516,40.4111495,-3.6760566
villa-de-vallecas,249900,99,4.0,0,EXTERIOR,0.0,0,12.428820118415677,40.3739576,-3.6121632
chamartin,2100000,280,6.0,1,EXTERIOR,2.0,1,14.557448378884015,40.4739539,-3.6827087
carabanchel,145000,58,2.0,0,EXTERIOR,0.0,1,11.884495917930655,40.3742112,-3.744676
barrio-de-salamanca,2350000,192,6.0,1,EXTERIOR,7.0,0,14.669926311652166,40.4364379,-3.6857028
centro,549000,149,5.0,0,EXTERIOR,2.0,0,13.215855541983634,40.4176527,-3.7079547
centro,437750,56,1.0,1,EXTERIOR,2.0,1,12.989405534554399,40.4176527,-3.7079547
carabanchel,230000,71,3.0,1,EXTERIOR,3.0,0,12.345838935721968,40.3742112,-3.744676
moratalaz,399500,100,4.0,1,EXTERIOR,2.0,2,12.897971547314246,40.4059332,-3.6448737
centro,530000,86,2.0,1,INTERIOR,3.0,2,13.180634172318978,40.4176527,-3.7079547
barrio-de-salamanca,3195000,277,5.0,1,EXTERIOR,1.0,0,14.97709795878277,40.4364379,-3.6857028
centro,620000,129,2.0,1,EXTERIOR,3.0,0,13.3374763699232,40.4176527,-3.7079547
chamberi,330000,62,3.0,1,INTERIOR,0.0,0,12.706850963741102,40.4389621,-3.705302
carabanchel,83400,60,2.0,0,EXTERIOR,2.0,0,11.331415578682627,40.3742112,-3.744676
centro,899000,102,3.0,0,EXTERIOR,3.0,3,13.70903942580019,40.4176527,-3.7079547
ciudad-lineal,250000,100,3.0,0,EXTERIOR,2.0,0,12.429220196836383,40.4484305,-3.650495
centro,2190000,202,3.0,1,EXTERIOR,1.0,0,14.599412558413583,40.4176527,-3.7079547
hortaleza,470000,74,2.0,1,EXTERIOR,17.0,0,13.060490101343552,40.4725491,-3.6425515
retiro,570000,91,2.0,1,EXTERIOR,2.0,0,13.25339339419516,40.4111495,-3.6760566
retiro,950000,74,2.0,1,EXTERIOR,6.0,0,13.76421831620775,40.4111495,-3.6760566
vicalvaro,329000,80,2.0,1,EXTERIOR,4.0,2,12.703816069256568,40.4018377,-3.5950537
chamberi,650000,101,2.0,1,EXTERIOR,1.0,0,13.384729180332174,40.4389621,-3.705302
latina,102000,77,3.0,0,EXTERIOR,0.0,1,11.532737896139919,40.4035317,-3.736152
barrio-de-salamanca,690000,92,2.0,1,EXTERIOR,0.0,0,13.444448325847754,40.4364379,-3.6857028
latina,255000,76,3.0,0,EXTERIOR,1.0,0,12.449022745701502,40.4035317,-3.736152
carabanchel,220000,70,3.0,1,EXTERIOR,0.0,0,12.301387370778713,40.3742112,-3.744676
moncloa,1450000,190,5.0,1,EXTERIOR,4.0,0,14.187074804051692,40.4350196,-3.719236
barrio-de-salamanca,2409000,209,3.0,1,INTERIOR,4.0,0,14.694722696706926,40.4364379,-3.6857028
ciudad-lineal,266000,70,3.0,0,EXTERIOR,1.0,1,12.491255347155265,40.4484305,-3.650495
san-blas,125000,33,1.0,1,EXTERIOR,0.0,0,11.736077016252437,40.4275001,-3.615954
fuencarral,590000,110,3.0,1,EXTERIOR,5.0,2,13.28787951079572,40.426213,-3.7009931
chamartin,2700000,386,4.0,1,EXTERIOR,6.0,1,14.80876270134486,40.4739539,-3.6827087
carabanchel,135000,50,2.0,1,INTERIOR,0.0,0,11.813037464800539,40.3742112,-3.744676
villa-de-vallecas,298000,52,1.0,1,EXTERIOR,3.0,0,12.604852121186608,40.3739576,-3.6121632
arganzuela,320000,38,2.0,0,INTERIOR,2.0,1,12.676079399771027,40.3969535,-3.6972891
centro,513000,83,2.0,0,EXTERIOR,1.0,0,13.148033073468746,40.4176527,-3.7079547
centro,1100000,98,1.0,1,EXTERIOR,4.0,0,13.910821646859095,40.4176527,-3.7079547
ciudad-lineal,680000,103,3.0,1,EXTERIOR,7.0,1,13.429849547739444,40.4484305,-3.650495
barrio-de-salamanca,1398000,138,3.0,1,EXTERIOR,2.0,2,14.150553917083219,40.4364379,-3.6857028
centro,1500000,135,2.0,1,EXTERIOR,3.0,0,14.220976332738882,40.4176527,-3.7079547
carabanchel,290000,75,2.0,1,EXTERIOR,3.0,0,12.577639650232573,40.3742112,-3.744676
centro,760000,177,3.0,0,EXTERIOR,0.0,0,13.541075028051122,40.4176527,-3.7079547
chamartin,2300000,265,5.0,1,EXTERIOR,6.0,0,14.648420115681892,40.4739539,-3.6827087
moratalaz,460000,141,3.0,1,EXTERIOR,1.0,2,13.038983942375959,40.4059332,-3.6448737
barrio-de-salamanca,1298000,140,2.0,1,INTERIOR,4.0,0,14.0763359466619,40.4364379,-3.6857028
centro,1550000,175,3.0,1,EXTERIOR,2.0,0,14.253766134056512,40.4176527,-3.7079547
chamberi,2950000,270,3.0,1,EXTERIOR,3.0,0,14.897316067298997,40.4389621,-3.705302
chamberi,795000,133,2.0,1,EXTERIOR,2.0,2,13.586098651497313,40.4389621,-3.705302
ciudad-lineal,280000,77,2.0,1,EXTERIOR,1.0,0,12.54254845357358,40.4484305,-3.650495
latina,195000,60,3.0,0,EXTERIOR,0.0,0,12.180759965737863,40.4035317,-3.736152
tetuan,318000,45,1.0,1,EXTERIOR,1.0,0,12.669809806411457,40.4605781,-3.6982806
villaverde,123000,62,3.0,0,EXTERIOR,2.0,0,11.719947764402807,40.3456104,-3.6959556
chamartin,565000,80,3.0,1,EXTERIOR,2.0,0,13.244582780038517,40.4739539,-3.6827087
centro,135000,21,1.0,0,INTERIOR,1.0,0,11.813037464800539,40.4176527,-3.7079547
chamartin,990000,120,3.0,1,INTERIOR,4.0,0,13.805461232211272,40.4739539,-3.6827087
puente-de-vallecas,316000,79,2.0,1,EXTERIOR,1.0,0,12.663500657121004,40.3868601,-3.6591803
ciudad-lineal,459000,65,2.0,1,EXTERIOR,4.0,2,13.036807667689546,40.4484305,-3.650495
chamartin,449000,68,1.0,1,EXTERIOR,2.0,1,13.014780393893403,40.4739539,-3.6827087
villaverde,278000,99,3.0,1,EXTERIOR,2.0,2,12.535379989788607,40.3456104,-3.6959556
barrio-de-salamanca,1849000,158,3.0,1,EXTERIOR,2.0,0,14.430156051201998,40.4364379,-3.6857028
centro,358000,69,2.0,0,EXTERIOR,0.0,0,12.788291058675025,40.4176527,-3.7079547
tetuan,161000,42,1.0,0,EXTERIOR,0.0,1,11.989165855127435,40.4605781,-3.6982806
chamberi,475000,113,4.0,1,EXTERIOR,-1.0,0,13.07107218827772,40.4389621,-3.705302
usera,185000,70,2.0,1,EXTERIOR,1.0,0,12.128116509451258,40.383894,-3.7064459
moncloa,574105,89,3.0,1,EXTERIOR,2.0,0,13.260569327242031,40.4350196,-3.719236
barrio-de-salamanca,2090000,340,4.0,1,EXTERIOR,3.0,0,14.55267510240978,40.4364379,-3.6857028
centro,990000,142,2.0,1,EXTERIOR,1.0,0,13.805461232211272,40.4176527,-3.7079547
moncloa,1170000,146,3.0,1,EXTERIOR,6.0,0,13.972515161474428,40.4350196,-3.719236
barrio-de-salamanca,630000,64,2.0,1,EXTERIOR,3.0,1,13.353476685668044,40.4364379,-3.6857028
usera,280000,90,4.0,0,EXTERIOR,3.0,0,12.54254845357358,40.383894,-3.7064459
moncloa,1360000,188,5.0,1,EXTERIOR,4.0,0,14.122995993006082,40.4350196,-3.719236
